Timestamp,Temperature_C,Flow_CFS,Turbidity_FNU
2024-01-02 10:45:00,6.2,7650.0,8.0
2024-01-02 11:00:00,6.2,7650.0,9.7
2024-01-02 11:15:00,6.2,7650.0,9.4
2024-01-02 11:30:00,6.2,7740.0,9.6
2024-01-02 11:45:00,6.2,7740.0,10.5
2024-01-02 12:00:00,6.3,7650.0,9.5
2024-01-02 12:15:00,6.3,7740.0,8.6
2024-01-02 12:30:00,6.4,7650.0,7.6
2024-01-02 12:45:00,6.4,7650.0,8.8
2024-01-02 13:00:00,6.4,7740.0,8.4
2024-01-02 13:15:00,6.5,7570.0,8.1
2024-01-02 13:30:00,6.5,7650.0,8.4
2024-01-02 13:45:00,6.6,7650.0,8.3
2024-01-02 14:00:00,6.6,7650.0,9.0
2024-01-02 14:15:00,6.6,7650.0,7.4
2024-01-02 14:30:00,6.7,7650.0,7.2
2024-01-02 14:45:00,6.7,7570.0,6.1
2024-01-02 15:00:00,6.8,7570.0,6.6
2024-01-02 15:15:00,6.8,7570.0,5.6
2024-01-02 15:30:00,6.8,7570.0,5.2
2024-01-02 15:45:00,6.8,7570.0,5.2
2024-01-02 16:00:00,6.8,7480.0,4.9
2024-01-02 16:15:00,6.8,7570.0,4.8
2024-01-02 16:30:00,6.9,7570.0,4.6
2024-01-02 16:45:00,6.9,7480.0,4.8
2024-01-02 17:00:00,6.9,7480.0,4.6
2024-01-02 17:15:00,6.9,7480.0,4.8
2024-01-02 17:30:00,6.9,7480.0,4.8
2024-01-02 17:45:00,6.9,7480.0,4.5
2024-01-02 18:00:00,6.8,7480.0,4.3
2024-01-02 18:15:00,6.8,7400.0,4.3
2024-01-02 18:30:00,6.8,7480.0,4.4
2024-01-02 18:45:00,6.8,7480.0,4.2
2024-01-02 19:00:00,6.7,7480.0,4.4
2024-01-02 19:15:00,6.7,7400.0,4.2
2024-01-02 19:30:00,6.7,7480.0,3.9
2024-01-02 19:45:00,6.6,7480.0,4.2
2024-01-02 20:00:00,6.6,7570.0,4.5
2024-01-02 20:15:00,6.6,7480.0,3.7
2024-01-02 20:30:00,6.5,7480.0,3.9
2024-01-02 20:45:00,6.4,7480.0,3.8
2024-01-02 21:00:00,6.4,7480.0,8.0
2024-01-02 21:15:00,6.3,7400.0,4.5
2024-01-02 21:30:00,6.3,7310.0,4.6
2024-01-02 21:45:00,6.3,7310.0,8.9
2024-01-02 22:00:00,6.2,7310.0,4.2
2024-01-02 22:15:00,6.1,7310.0,5.3
2024-01-02 22:30:00,6.1,7230.0,4.6
2024-01-02 22:45:00,6.2,7310.0,6.9
2024-01-02 23:00:00,6.0,7230.0,5.5
2024-01-02 23:15:00,6.0,7230.0,4.9
2024-01-02 23:30:00,6.0,7230.0,4.6
2024-01-02 23:45:00,6.0,7230.0,5.1
2024-01-03 00:00:00,6.1,7230.0,7.9
2024-01-03 00:15:00,6.1,7230.0,9.5
2024-01-03 00:30:00,5.9,7230.0,4.8
2024-01-03 00:45:00,5.8,7230.0,5.5
2024-01-03 01:00:00,5.8,7150.0,5.4
2024-01-03 01:15:00,5.8,7150.0,5.9
2024-01-03 01:30:00,5.9,7150.0,7.1
2024-01-03 01:45:00,5.7,7150.0,4.5
2024-01-03 02:00:00,5.7,7150.0,4.0
2024-01-03 02:15:00,5.7,7150.0,4.7
2024-01-03 02:30:00,5.6,7150.0,4.2
2024-01-03 02:45:00,5.6,7150.0,5.0
2024-01-03 03:00:00,5.6,7150.0,4.0
2024-01-03 03:15:00,5.6,7070.0,5.5
2024-01-03 03:30:00,5.6,7070.0,5.2
2024-01-03 03:45:00,5.6,7070.0,4.0
2024-01-03 04:00:00,5.6,7070.0,3.9
2024-01-03 04:15:00,5.6,7070.0,6.1
2024-01-03 04:30:00,5.6,7070.0,3.9
2024-01-03 04:45:00,5.6,7070.0,4.7
2024-01-03 05:00:00,5.6,7070.0,4.6
2024-01-03 05:15:00,5.6,7070.0,3.9
2024-01-03 05:30:00,5.6,7070.0,3.8
2024-01-03 05:45:00,5.6,7070.0,4.4
2024-01-03 06:00:00,5.6,7070.0,4.2
2024-01-03 06:15:00,5.6,7070.0,4.2
2024-01-03 06:30:00,5.6,7070.0,4.0
2024-01-03 06:45:00,5.6,6980.0,4.8
2024-01-03 07:00:00,5.5,6980.0,3.6
2024-01-03 07:15:00,5.5,6980.0,5.1
2024-01-03 07:30:00,5.5,6980.0,3.9
2024-01-03 07:45:00,5.5,6980.0,4.2
2024-01-03 08:00:00,5.5,6980.0,3.7
2024-01-03 08:15:00,5.5,6980.0,4.1
2024-01-03 08:30:00,5.5,6980.0,3.6
2024-01-03 08:45:00,5.5,6980.0,5.0
2024-01-03 09:00:00,5.5,6900.0,4.0
2024-01-03 09:15:00,5.5,6900.0,3.5
2024-01-03 09:30:00,5.5,6900.0,4.4
2024-01-03 09:45:00,5.5,6900.0,3.6
2024-01-03 10:00:00,5.5,6900.0,3.9
2024-01-03 10:15:00,5.5,6900.0,4.2
2024-01-03 10:30:00,5.5,6900.0,3.5
2024-01-03 10:45:00,5.5,6900.0,4.1
2024-01-03 11:00:00,5.5,6900.0,3.8
2024-01-03 11:15:00,5.6,6820.0,3.8
2024-01-03 11:30:00,5.6,6820.0,3.7
2024-01-03 11:45:00,5.6,6900.0,3.7
2024-01-03 12:00:00,5.7,6820.0,3.7
2024-01-03 12:15:00,5.7,6820.0,4.1
2024-01-03 12:30:00,5.8,6820.0,3.6
2024-01-03 12:45:00,5.8,6820.0,4.8
2024-01-03 13:00:00,5.9,6820.0,3.8
2024-01-03 13:15:00,5.9,6820.0,3.6
2024-01-03 13:30:00,6.0,6820.0,4.2
2024-01-03 13:45:00,6.0,6820.0,3.7
2024-01-03 14:00:00,6.0,6820.0,4.2
2024-01-03 14:15:00,6.0,6820.0,4.4
2024-01-03 14:30:00,6.0,6820.0,4.1
2024-01-03 14:45:00,6.2,6820.0,4.6
2024-01-03 15:00:00,6.2,6740.0,3.3
2024-01-03 15:15:00,6.3,6820.0,3.7
2024-01-03 15:30:00,6.2,6820.0,3.9
2024-01-03 15:45:00,6.3,6740.0,3.3
2024-01-03 16:00:00,6.3,6740.0,3.7
2024-01-03 16:15:00,6.4,6740.0,4.4
2024-01-03 16:30:00,6.4,6740.0,3.3
2024-01-03 16:45:00,6.4,6740.0,3.7
2024-01-03 17:00:00,6.4,6740.0,3.3
2024-01-03 17:15:00,6.4,6740.0,3.7
2024-01-03 17:30:00,6.2,6740.0,3.7
2024-01-03 17:45:00,6.4,6740.0,4.6
2024-01-03 18:00:00,6.4,6740.0,3.6
2024-01-03 18:15:00,6.4,6660.0,3.4
2024-01-03 18:30:00,6.4,6740.0,4.2
2024-01-03 18:45:00,6.3,6660.0,3.6
2024-01-03 19:00:00,6.3,6660.0,3.3
2024-01-03 19:15:00,6.3,6660.0,3.3
2024-01-03 19:30:00,6.3,6660.0,3.2
2024-01-03 19:45:00,6.3,6660.0,3.4
2024-01-03 20:00:00,6.3,6660.0,3.9
2024-01-03 20:15:00,6.2,6660.0,4.6
2024-01-03 20:30:00,6.2,6580.0,4.8
2024-01-03 20:45:00,6.1,6580.0,3.1
2024-01-03 21:00:00,6.1,6580.0,3.7
2024-01-03 21:15:00,6.1,6580.0,3.2
2024-01-03 21:30:00,6.0,6580.0,3.6
2024-01-03 21:45:00,6.0,6580.0,3.3
2024-01-03 22:00:00,5.9,6500.0,3.7
2024-01-03 22:15:00,5.9,6580.0,3.3
2024-01-03 22:30:00,5.9,6500.0,3.3
2024-01-03 22:45:00,5.8,6500.0,4.8
2024-01-03 23:00:00,5.8,6500.0,3.9
2024-01-03 23:15:00,5.8,6500.0,4.2
2024-01-03 23:30:00,5.8,6500.0,3.4
2024-01-03 23:45:00,5.8,6500.0,4.5
2024-01-04 00:00:00,5.8,6500.0,3.2
2024-01-04 00:15:00,5.7,6500.0,4.5
2024-01-04 00:30:00,5.7,6420.0,3.4
2024-01-04 00:45:00,5.7,6420.0,4.4
2024-01-04 01:00:00,5.7,6420.0,3.4
2024-01-04 01:15:00,5.6,6500.0,5.1
2024-01-04 01:30:00,5.6,6420.0,3.3
2024-01-04 01:45:00,5.6,6420.0,3.7
2024-01-04 02:00:00,5.6,6420.0,3.7
2024-01-04 02:15:00,5.7,6420.0,5.0
2024-01-04 02:30:00,5.6,6420.0,4.1
2024-01-04 02:45:00,5.6,6350.0,4.6
2024-01-04 03:00:00,5.6,6350.0,4.2
2024-01-04 03:15:00,5.7,6350.0,4.2
2024-01-04 03:30:00,5.6,6350.0,3.4
2024-01-04 03:45:00,5.6,6350.0,4.7
2024-01-04 04:00:00,5.6,6350.0,3.4
2024-01-04 04:15:00,5.6,6350.0,4.6
2024-01-04 04:30:00,5.6,6350.0,3.5
2024-01-04 04:45:00,5.6,6350.0,4.7
2024-01-04 05:00:00,5.6,6350.0,4.0
2024-01-04 05:15:00,5.7,6270.0,4.4
2024-01-04 05:30:00,5.6,6270.0,3.6
2024-01-04 05:45:00,5.6,6270.0,4.4
2024-01-04 06:00:00,5.6,6270.0,4.3
2024-01-04 06:15:00,5.7,6270.0,3.3
2024-01-04 06:30:00,5.7,6270.0,4.4
2024-01-04 06:45:00,5.7,6270.0,3.6
2024-01-04 07:00:00,5.7,6190.0,4.6
2024-01-04 07:15:00,5.7,6190.0,3.5
2024-01-04 07:30:00,5.7,6190.0,4.5
2024-01-04 07:45:00,5.7,6190.0,3.8
2024-01-04 08:00:00,5.7,6190.0,5.0
2024-01-04 08:15:00,5.7,6190.0,3.4
2024-01-04 08:30:00,5.7,6190.0,4.6
2024-01-04 08:45:00,5.7,6110.0,3.6
2024-01-04 09:00:00,5.7,6190.0,4.6
2024-01-04 09:15:00,5.7,6190.0,3.6
2024-01-04 09:30:00,5.7,6110.0,4.4
2024-01-04 09:45:00,5.7,6110.0,3.3
2024-01-04 10:00:00,5.7,6110.0,4.3
2024-01-04 10:15:00,5.7,6110.0,3.4
2024-01-04 10:30:00,5.8,6110.0,4.8
2024-01-04 10:45:00,5.8,6040.0,4.3
2024-01-04 11:00:00,5.8,6110.0,5.2
2024-01-04 11:15:00,5.8,5960.0,8.6
2024-01-04 11:30:00,5.8,6110.0,7.5
2024-01-04 11:45:00,5.8,5960.0,7.6
2024-01-04 12:00:00,5.8,5960.0,11.4
2024-01-04 12:15:00,5.8,5960.0,27.8
2024-01-04 12:30:00,5.8,5960.0,12.0
2024-01-04 12:45:00,5.8,5960.0,11.3
2024-01-04 13:00:00,5.8,6040.0,13.2
2024-01-04 13:15:00,5.8,5960.0,14.7
2024-01-04 13:30:00,5.8,5960.0,20.0
2024-01-04 13:45:00,5.8,6040.0,19.9
2024-01-04 14:00:00,5.8,5960.0,13.0
2024-01-04 14:15:00,5.8,5670.0,29.4
2024-01-04 14:30:00,5.8,5820.0,22.5
2024-01-04 14:45:00,5.8,5890.0,27.9
2024-01-04 15:00:00,5.8,5750.0,31.5
2024-01-04 15:15:00,5.8,5960.0,27.8
2024-01-04 15:30:00,5.8,5960.0,23.2
2024-01-04 15:45:00,5.8,5890.0,16.0
2024-01-04 16:00:00,5.9,5820.0,18.8
2024-01-04 16:15:00,5.9,5820.0,13.7
2024-01-04 16:30:00,5.9,5890.0,14.4
2024-01-04 16:45:00,5.8,5960.0,10.1
2024-01-04 17:00:00,5.9,5820.0,11.1
2024-01-04 17:15:00,5.8,5890.0,8.3
2024-01-04 17:30:00,5.8,5890.0,8.9
2024-01-04 17:45:00,5.8,5820.0,8.4
2024-01-04 18:00:00,5.8,5890.0,7.2
2024-01-04 18:15:00,5.8,5820.0,7.6
2024-01-04 18:30:00,5.8,5820.0,7.0
2024-01-04 18:45:00,5.8,5890.0,7.2
2024-01-04 19:00:00,5.8,5890.0,5.0
2024-01-04 19:15:00,5.8,5890.0,6.3
2024-01-04 19:30:00,5.8,5820.0,6.5
2024-01-04 19:45:00,5.8,5820.0,5.4
2024-01-04 20:00:00,5.7,5820.0,5.2
2024-01-04 20:15:00,5.7,5820.0,4.1
2024-01-04 20:30:00,5.7,5820.0,6.8
2024-01-04 20:45:00,5.7,5820.0,3.8
2024-01-04 21:00:00,5.6,5750.0,4.5
2024-01-04 21:15:00,5.6,5820.0,3.4
2024-01-04 21:30:00,5.6,5750.0,4.8
2024-01-04 21:45:00,5.6,5750.0,4.9
2024-01-04 22:00:00,5.6,5750.0,4.0
2024-01-04 22:15:00,5.6,5750.0,5.2
2024-01-04 22:30:00,5.4,5750.0,4.4
2024-01-04 22:45:00,5.4,5750.0,3.4
2024-01-04 23:00:00,5.5,5680.0,4.8
2024-01-04 23:15:00,5.3,5680.0,4.4
2024-01-04 23:30:00,5.3,5750.0,4.5
2024-01-04 23:45:00,5.3,5680.0,3.6
2024-01-05 00:00:00,5.3,5680.0,4.3
2024-01-05 00:15:00,5.3,5680.0,4.7
2024-01-05 00:30:00,5.2,5680.0,3.3
2024-01-05 00:45:00,5.2,5680.0,4.3
2024-01-05 01:00:00,5.3,5680.0,5.0
2024-01-05 01:15:00,5.2,5680.0,3.3
2024-01-05 01:30:00,5.0,5680.0,4.7
2024-01-05 01:45:00,5.0,5680.0,4.3
2024-01-05 02:00:00,5.0,5600.0,4.4
2024-01-05 02:15:00,5.1,5600.0,4.5
2024-01-05 02:30:00,4.9,5600.0,4.5
2024-01-05 02:45:00,4.9,5600.0,4.3
2024-01-05 03:00:00,5.2,5600.0,4.6
2024-01-05 03:15:00,5.0,5680.0,4.6
2024-01-05 03:30:00,5.0,5600.0,4.1
2024-01-05 03:45:00,4.8,5600.0,4.3
2024-01-05 04:00:00,4.8,5530.0,4.3
2024-01-05 04:15:00,4.7,5530.0,4.8
2024-01-05 04:30:00,4.7,5460.0,4.2
2024-01-05 04:45:00,4.7,5460.0,4.2
2024-01-05 05:00:00,4.7,5530.0,4.2
2024-01-05 05:15:00,4.6,5460.0,4.1
2024-01-05 05:30:00,4.6,5460.0,4.2
2024-01-05 05:45:00,4.6,5460.0,4.3
2024-01-05 06:00:00,4.6,5460.0,4.1
2024-01-05 06:15:00,4.6,5460.0,4.0
2024-01-05 06:30:00,4.6,5460.0,4.1
2024-01-05 06:45:00,4.5,5390.0,4.1
2024-01-05 07:00:00,4.5,5460.0,4.2
2024-01-05 07:15:00,4.5,5390.0,4.5
2024-01-05 07:30:00,4.5,5390.0,4.5
2024-01-05 07:45:00,4.4,5460.0,4.3
2024-01-05 08:00:00,4.4,5390.0,4.3
2024-01-05 08:15:00,4.4,5390.0,4.2
2024-01-05 08:30:00,4.4,5390.0,4.2
2024-01-05 08:45:00,4.4,5390.0,4.3
2024-01-05 09:00:00,4.4,5460.0,4.4
2024-01-05 09:15:00,4.5,5530.0,4.2
2024-01-05 09:30:00,4.4,5600.0,5.0
2024-01-05 09:45:00,4.4,5530.0,4.3
2024-01-05 10:00:00,4.3,5530.0,4.2
2024-01-05 10:15:00,4.4,5600.0,4.3
2024-01-05 10:30:00,4.5,5530.0,4.6
2024-01-05 10:45:00,4.4,5530.0,4.3
2024-01-05 11:00:00,4.4,5530.0,4.2
2024-01-05 11:15:00,4.5,5530.0,4.4
2024-01-05 11:30:00,4.4,5460.0,4.2
2024-01-05 11:45:00,4.5,5390.0,4.3
2024-01-05 12:00:00,4.5,5390.0,4.5
2024-01-05 12:15:00,4.6,5390.0,4.2
2024-01-05 12:30:00,4.6,5320.0,4.2
2024-01-05 12:45:00,4.6,5320.0,4.1
2024-01-05 13:00:00,4.7,5320.0,4.4
2024-01-05 13:15:00,4.7,5320.0,4.2
2024-01-05 13:30:00,4.8,5320.0,4.3
2024-01-05 13:45:00,4.8,5320.0,4.4
2024-01-05 14:00:00,4.8,5320.0,4.4
2024-01-05 14:15:00,4.9,5320.0,4.2
2024-01-05 14:30:00,4.9,5260.0,4.2
2024-01-05 14:45:00,4.9,5260.0,4.2
2024-01-05 15:00:00,4.9,5320.0,4.5
2024-01-05 15:15:00,4.9,5390.0,4.4
2024-01-05 15:30:00,4.9,5390.0,4.1
2024-01-05 15:45:00,5.0,5390.0,4.5
2024-01-05 16:00:00,5.0,5460.0,4.3
2024-01-05 16:15:00,5.0,5460.0,4.2
2024-01-05 16:30:00,5.0,5390.0,4.1
2024-01-05 16:45:00,5.0,5390.0,4.3
2024-01-05 17:00:00,5.1,5460.0,3.7
2024-01-05 17:15:00,5.1,5460.0,4.3
2024-01-05 17:30:00,5.1,5390.0,4.1
2024-01-05 17:45:00,5.1,5390.0,4.3
2024-01-05 18:00:00,5.1,5390.0,4.5
2024-01-05 18:15:00,5.1,5390.0,4.3
2024-01-05 18:30:00,5.1,5390.0,4.0
2024-01-05 18:45:00,5.1,5390.0,4.1
2024-01-05 19:00:00,5.1,5390.0,3.8
2024-01-05 19:15:00,5.1,5390.0,3.8
2024-01-05 19:30:00,5.1,5330.0,3.9
2024-01-05 19:45:00,5.1,5390.0,3.7
2024-01-05 20:00:00,5.1,5390.0,3.8
2024-01-05 20:15:00,5.1,5330.0,3.9
2024-01-05 20:30:00,5.1,5330.0,4.0
2024-01-05 20:45:00,5.1,5330.0,3.6
2024-01-05 21:00:00,5.0,5330.0,3.9
2024-01-05 21:15:00,5.0,5330.0,3.5
2024-01-05 21:30:00,4.9,5330.0,3.7
2024-01-05 21:45:00,5.0,5330.0,3.8
2024-01-05 22:00:00,4.8,5330.0,3.8
2024-01-05 22:15:00,4.8,5260.0,3.6
2024-01-05 22:30:00,4.8,5330.0,3.7
2024-01-05 22:45:00,4.7,5330.0,3.7
2024-01-05 23:00:00,4.6,5190.0,3.5
2024-01-05 23:15:00,4.5,5190.0,3.4
2024-01-05 23:30:00,4.4,5120.0,3.4
2024-01-05 23:45:00,4.4,5120.0,3.4
2024-01-06 00:00:00,4.3,5120.0,3.5
2024-01-06 00:15:00,4.3,5050.0,3.4
2024-01-06 00:30:00,4.2,5050.0,3.5
2024-01-06 00:45:00,4.2,5050.0,3.4
2024-01-06 01:00:00,4.2,5050.0,3.4
2024-01-06 01:15:00,4.1,5050.0,3.5
2024-01-06 01:30:00,4.1,5050.0,3.5
2024-01-06 01:45:00,4.0,5050.0,4.1
2024-01-06 02:00:00,4.0,5050.0,3.5
2024-01-06 02:15:00,4.0,5050.0,3.4
2024-01-06 02:30:00,3.9,5050.0,3.6
2024-01-06 02:45:00,3.9,5050.0,3.5
2024-01-06 03:00:00,3.9,4980.0,3.5
2024-01-06 03:15:00,3.9,4980.0,3.5
2024-01-06 03:30:00,3.9,4980.0,3.4
2024-01-06 03:45:00,3.8,4980.0,3.4
2024-01-06 04:00:00,3.8,4980.0,3.4
2024-01-06 04:15:00,3.8,4980.0,3.4
2024-01-06 04:30:00,3.8,4980.0,3.4
2024-01-06 04:45:00,3.8,4980.0,3.5
2024-01-06 05:00:00,3.8,4980.0,3.6
2024-01-06 05:15:00,3.8,4920.0,3.5
2024-01-06 05:30:00,3.9,4980.0,4.9
2024-01-06 05:45:00,3.9,5050.0,6.8
2024-01-06 06:00:00,4.0,5050.0,8.3
2024-01-06 06:15:00,3.8,5120.0,5.0
2024-01-06 06:30:00,3.8,5120.0,3.7
2024-01-06 06:45:00,3.8,5120.0,4.3
2024-01-06 07:00:00,3.8,5120.0,7.1
2024-01-06 07:15:00,3.8,5050.0,5.8
2024-01-06 07:30:00,3.8,5120.0,4.6
2024-01-06 07:45:00,3.8,5050.0,4.5
2024-01-06 08:00:00,3.8,5050.0,4.8
2024-01-06 08:15:00,3.8,5050.0,5.1
2024-01-06 08:30:00,3.8,5050.0,5.6
2024-01-06 08:45:00,3.8,5050.0,4.5
2024-01-06 09:00:00,3.8,5050.0,4.5
2024-01-06 09:15:00,3.8,4920.0,3.6
2024-01-06 09:30:00,3.8,4920.0,3.7
2024-01-06 09:45:00,3.8,4920.0,3.8
2024-01-06 10:00:00,3.8,4850.0,3.6
2024-01-06 10:15:00,3.8,4850.0,3.5
2024-01-06 10:30:00,3.9,4850.0,3.5
2024-01-06 10:45:00,3.9,4850.0,3.4
2024-01-06 11:00:00,3.9,4850.0,3.6
2024-01-06 11:15:00,3.9,4850.0,3.7
2024-01-06 11:30:00,4.0,4850.0,3.6
2024-01-06 11:45:00,4.0,4850.0,3.5
2024-01-06 12:00:00,4.0,4850.0,3.6
2024-01-06 12:15:00,4.0,4850.0,3.6
2024-01-06 12:30:00,4.0,4850.0,3.4
2024-01-06 12:45:00,4.0,4850.0,3.6
2024-01-06 13:00:00,4.0,4920.0,4.2
2024-01-06 13:15:00,4.0,5050.0,4.0
2024-01-06 13:30:00,4.1,5050.0,5.0
2024-01-06 13:45:00,4.1,5050.0,3.8
